start_entity,label,end_entity,label,relationship
驱动端_外圈_深度21_载荷0,fault,驱动端_外圈_深度21,fault,属于
驱动端_外圈_深度21_载荷0_点钟3,feature,驱动端_外圈_深度21_载荷0,fault,属于
驱动端_外圈_深度21_载荷0_点钟6,feature,驱动端_外圈_深度21_载荷0,fault,属于
驱动端_外圈_深度21_载荷0_点钟12,feature,驱动端_外圈_深度21_载荷0,fault,属于
驱动端_外圈_深度21_载荷1,fault,驱动端_外圈_深度21,fault,属于
驱动端_外圈_深度21_载荷1_点钟3,feature,驱动端_外圈_深度21_载荷1,fault,属于
驱动端_外圈_深度21_载荷1_点钟6,feature,驱动端_外圈_深度21_载荷1,fault,属于
驱动端_外圈_深度21_载荷1_点钟12,feature,驱动端_外圈_深度21_载荷1,fault,属于
驱动端_外圈_深度21_载荷2,fault,驱动端_外圈_深度21,fault,属于
驱动端_外圈_深度21_载荷2_点钟3,feature,驱动端_外圈_深度21_载荷2,fault,属于
驱动端_外圈_深度21_载荷2_点钟6,feature,驱动端_外圈_深度21_载荷2,fault,属于
驱动端_外圈_深度21_载荷2_点钟12,feature,驱动端_外圈_深度21_载荷2,fault,属于
驱动端_外圈_深度21_载荷3,fault,驱动端_外圈_深度21,fault,属于
驱动端_外圈_深度21_载荷3_点钟3,feature,驱动端_外圈_深度21_载荷3,fault,属于
驱动端_外圈_深度21_载荷3_点钟6,feature,驱动端_外圈_深度21_载荷3,fault,属于
驱动端_外圈_深度21_载荷3_点钟12,feature,驱动端_外圈_深度21_载荷3,fault,属于
